LaneIndex,Block,Row,Column,PeakStart,PeakEnd,PeakCenter,PeakHeight,PeakFWHM,PeakArea,"Well Center, X (pixels)","Well Center, Y (pixels)"
5963,15,10,3,380,700,510,440.196706084285,95,49266.9644829282,10812.5,3970
5975,15,10,15,385,655,515,8766.51889752896,90,852726.691228356,11292.5,3970
5979,15,10,19,400,670,525,2019.26161990301,90,198026.455358224,11452.5,3970
5982,15,10,22,725,830,800,221.503482230391,40,9579.21643436118,11572.5,3970
5984,15,10,24,385,650,505,1460.33232341448,90,142606.065410908,11652.5,3970
5989,15,10,29,385,720,580,271.729373337003,100,30422.3929748023,11852.5,3970
5993,15,10,33,395,665,520,1837.38361184956,90,180785.471967342,12012.5,3970
6004,16,1,4,360,650,505,1687.83299748701,95,176735.556845409,12577.5,2350
6011,16,1,11,390,630,500,297.393323824521,90,28135.4913435131,12857.5,2350
6013,16,1,13,370,650,495,488.589466437253,95,51382.8950516108,12937.5,2350
6014,16,1,14,380,675,500,271.136618433909,90,27082.2915996388,12977.5,2350
6026,16,1,26,410,765,560,363.380489610962,105,42189.5537201051,13457.5,2350
6042,16,2,2,350,640,485,284.631545968428,95,29582.2354701034,12497.5,2530
6046,16,2,6,335,620,485,3558.70497579609,95,359383.936523831,12657.5,2530
6053,16,2,13,335,625,495,305.368636583504,95,32367.0253731976,12937.5,2530
6077,16,2,37,340,605,480,172.987211827341,100,19229.8244401323,13897.5,2530
6086,16,3,6,365,635,490,825.211595265991,90,82070.2646465633,12657.5,2710
6091,16,3,11,330,450,395,489.167913923588,35,20459.9263999955,12857.5,2710
6095,16,3,15,345,625,485,1547.21011016166,90,156329.247701761,13017.5,2710
6096,16,3,16,345,625,485,1008.4434515608,90,99599.3080410465,13057.5,2710
6112,16,3,32,350,640,490,1277.13901520004,90,127671.913653743,13697.5,2710
6115,16,3,35,360,610,490,545.268169000959,90,51783.4632092554,13817.5,2710
6121,16,4,1,355,630,485,2154.85428111951,85,205813.108819508,12457.5,2890
6122,16,4,2,355,625,480,1603.78887259912,85,152073.059260013,12497.5,2890
6124,16,4,4,325,620,485,570.596276815573,95,59074.8177761626,12577.5,2890
6144,16,4,24,370,630,500,557.577278105093,90,54276.8683052661,13377.5,2890
6157,16,4,37,370,635,505,1088.15838141504,90,102657.68418893,13897.5,2890
6169,16,5,9,395,730,510,265.736951637798,115,32434.1306650773,12777.5,3070
6171,16,5,11,415,690,565,221.264645401847,95,23044.6953748837,12857.5,3070
6174,16,5,14,335,635,475,312.058440007843,95,33572.7914054049,12977.5,3070
6182,16,5,22,320,645,485,339.908005863185,95,39039.4438421707,13297.5,3070
6184,16,5,24,360,610,490,399.552639514742,90,37528.6184246145,13377.5,3070
6187,16,5,27,360,630,490,1470.2114818036,90,142386.405990679,13497.5,3070
6190,16,5,30,325,685,485,458.494453999753,105,53312.0526946124,13617.5,3070
6194,16,5,34,355,640,495,954.411624415247,90,91958.9283533143,13777.5,3070
6198,16,5,38,310,620,485,14601.6481826735,90,1493541.64420077,13937.5,3070
6207,16,6,7,335,645,490,481.732805419531,85,48979.4952008001,12697.5,3250
6218,16,6,18,315,610,485,469.685345877208,90,47178.8229980207,13137.5,3250
6221,16,6,21,370,635,480,332.363278568574,80,29752.3260594599,13257.5,3250
6223,16,6,23,365,640,490,1089.95128386887,90,105005.776703377,13337.5,3250
6229,16,6,29,300,655,500,265.027980794104,95,30184.311283233,13577.5,3250
6231,16,6,31,260,620,490,2362.66775295345,95,256483.159474469,13657.5,3250
6233,16,6,33,365,615,500,707.722611493665,90,65459.0277759951,13737.5,3250
6234,16,6,34,350,665,500,503.016418257587,90,50262.9057690292,13777.5,3250
6235,16,6,35,370,630,500,2850.77418905042,85,264887.055139064,13817.5,3250
6236,16,6,36,340,645,495,894.745572606312,90,91327.3476566006,13857.5,3250
6247,16,7,7,310,655,475,608.023982929248,95,68527.3861954122,12697.5,3430
6248,16,7,8,300,620,475,556.471961350705,95,59850.2544256784,12737.5,3430
6255,16,7,15,360,635,490,260.348223982962,95,27507.3940576349,13017.5,3430
6267,16,7,27,375,705,555,591.862655817004,105,69617.2032439046,13497.5,3430
6270,16,7,30,355,630,490,878.570396485199,90,87753.8566452316,13617.5,3430
6271,16,7,31,390,680,515,388.718894739181,110,44747.590397361,13657.5,3430
6284,16,8,4,345,625,485,1860.81762486968,90,184650.264675893,12577.5,3610
6285,16,8,5,355,620,485,2301.62388627514,85,217341.440434485,12617.5,3610
6305,16,8,25,370,625,490,1155.94011332912,90,108083.065017112,13417.5,3610
6338,16,9,18,315,650,485,1356.87242097585,100,152884.640301952,13137.5,3790
6341,16,9,21,375,635,500,2602.28465974778,85,244709.363870116,13257.5,3790
6346,16,9,26,605,725,665,648.887510631266,45,30472.6173324969,13457.5,3790
6367,16,10,7,395,670,530,3063.8510336258,90,301057.522263009,12697.5,3970
6369,16,10,9,380,660,520,3394.89653480065,95,344471.091806674,12777.5,3970
6377,16,10,17,375,665,515,316.545321028636,95,33661.0813114618,13097.5,3970
6379,16,10,19,395,720,525,476.356195820684,105,54270.8307497733,13177.5,3970
6381,16,10,21,400,650,515,248.102416685712,95,24879.0893067648,13257.5,3970
6390,16,10,30,360,655,500,930.997161730205,90,92048.7183587744,13617.5,3970
